Units,Energy,Capacity,Forex,Steam,Total
GWh,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
,,,,,"491,287"
,,,,,0
,,,,,"20,523,716"
,,,,,"7,345,768"
,,,,,"27,869,484"
,,,,,"28,360,771"
,,,,,"1,347"
,,,,,"1,458,990"
,,,,,"1,585,786"
,,,,,"1,609,038"
,,,,,"1,290,964"
,,,,,"5,946,125"
,,,,,"616,189"
,,,,,"6,562,314"
,,,,,"2,927"
,,,,,"3,723,280"
,,,,,"3,247,277"
,,,,,"103,102"
,,,,,"7,073,659"
,,,,,"98,444,174"
,,,,,"(7,623,743)"
,,,,,"90,820,431"
