latoT 000’shS,tsoC,"059,427,204","723,572,21",-,")186,733,1(","695,266,314",noitaicerpeD,"165,914,521","332,844,61","167,54",")387,685(","277,623,141","eulav
koob
teN","428,533,272"
"ni ssergorP 000’shS
kroW",,"562,108,42","723,572,21",")179,908,31(",-,"126,662,32",,"165,502",-,"167,54",-,"223,152",,"992,510,32"
erutinruF tnempiuqe 000’shS,,"558,045,65",-,"105,380,4",-,"653,426,06",,"877,525,14","929,298,4",-,-,"707,814,64",,"946,502,41"
rotoM selcihev 000’shS,,"257,726,7",-,"411,076",-,"668,792,8",,"666,851,6","052,853",-,-,"619,615,6",,"059,087,1"
yrenihcaM 000’shS,,"377,812,1",-,"553,06",-,"821,972,1",,"437,913","225,65",-,-,"652,673",,"278,209"
noitubirtsiD senil 000’shS,,"216,268,562",-,"452,484,8",")396,123,1(","371,520,372",,"249,881,26","667,436,9",-,")633,585(","273,832,17",,"108,687,102"
noissimsnarT senil 000’shS,,"418,748,33",-,"221,73",-,"639,488,33",,"433,869,21","481,461,1",-,-,"815,231,41",,"814,257,91"
"dnal sgnidliub 000’shS
dloheerF
dna",,"978,528,21",-,"526,474",")889,51(","615,482,31",,"645,250,2","285,143",-,")744,1(","186,293,2",,"538,198,01"
2202,,"1202
yluJ
1
tA","snoitidda
ssergorp
ni
kroW","ni
krow
morf
srefsnarT ssergorp",stnemeriteR,"2202
enuJ
03
tA",,"1202
yluJ
1
tA","raey
eht
rof
egrahC","*ssol
tnemriapmI",stnemeriteR,"2202
enuJ
03
tA",,"2202
enuJ
03
tA"
