"2,799,924
(1,159,829 )"
"1,640,095"
"434,195
(17,849 )"
"416,346"
"206,731
113,217"
"2,376,389"
"(100,067 )
(661,457 )
(564,958 )"
"(1,326,482 )"
"1,049,907
(304,220 )"
"745,687"
Shs 2.57
-
Shs 0.80
