"25,481,906",Column,"6,932,414"
"(37,904,723)",,-
"14,057,872",,"23,640"
"(2,850,491)",,"(117,457)"
"77,490,527",,"85,228"
"(30,505,673)",,-
"45,769,418","8,479,836
-
-
90,000
(85,014,048)
58,730,866
(612,453)
3,417,858
(1,393,174)
(534,445)
16,612","6,923,825"
-,,-
"(228,976)",,-
"116,666",,-
"(69,212,890)",,-
"63,688,235",,-
"(5,002,756)",,-
"254,311",,-
"(3,092,421)",,-
"(806,487)",,-
"10,716",,-
"(14,273,602)","(25,298,784)
(7,001,962)
(2,360,521)
(1,118,868)
-
(155,174)",-
"(6,590,077)",,"(6,590,078)"
"(1,619,445)",,-
"(896,016)",,-
"3,055,342",,-
-,,-
"(6,050,196)","(10,636,525))
(27,455,473)
67,471,764
941,025","(6,590,078)"
"25,445,620",,"333,747"
"40,957,316",,"84,875"
"2,639,204",,-
"69,042,140","40,957,316","418,622"
