"6,428,666",Column,"48,207"
"78,523",,630
"(1,701,928)",,"(1,025)"
"6,085",,-
"4,811,346","411,054","47,812"
,"4,981,921",
"15,034,989",,"6,056,657"
"4,510,497","1,245,480
1,046,110
(1,400,425)
(424,087)
4,602
(96,487)
35,861","1,816,997"
"2,315,628",,"64,685"
"(2,328,847)",,"(1,834,500)"
"78,523",,630
"6,085",,-
"229,460",,-
-,,-
"4,811,346","411,054","47,812"
"(752,786)","(255,053)
2,388
3,164,966
4,602
(3,669,689)","(39,318)"
"(7,621)",,-
"6,428,666",,"48,206"
"78,523",,630
"(3,375,651)",,"(45,730)"
"2,371,131","(752,786)","(36,212)"
,"(761,439)
8,653",
"(390,080)",,"(36,212)"
"2,761,211",,-
"2,371,131","(752,786)","(36,212)"
