Column,"101,775",-,"101,775","101,775"
,"(4,276)",-,"(4,276)","(4,276)"
,"1,283",-,"1,283","1,283"
26(a),-,"(12,923)","(12,923)",-
,"107,750",-,"107,750","107,750"
35,"(32,325)",-,"(32,325)","(32,325)"
,"174,207","(12,923)","161,284","174,207"
,"(6,830)",-,"(6,830)","(6,830)"
,"2,049",-,"2,049","2,049"
26(a),-,"8,769","8,769",-
,"169,426","(4,154)","165,272","169,426"
