"208,144"
"1,876,590"
"13,017"
"294,561"
"2,019,241"
"77,787"
"331,785"
"83,751"
"70,687"
"26,829"
"5,002,392"
"2,693,395"
"272,943"
"23,406"
"2,989,744"
"2,012,648"
