"3,005,576","59,223","376,415","1,060,685","4,501,899"
"6,146,986","4,882,812","788,818","445,461","12,264,077"
"47,841,603","644,135","811,285","2,608,674","51,905,697"
"264,778",391,"1,467","137,791","404,427"
"57,258,943","5,586,561","1,977,985","4,252,611","69,076,100"
"38,318,716","4,773,136","1,795,887","4,888,633","49,776,372"
"1,559,137","116,935",124,"12,099","1,688,295"
"1,516,283","14,765","197,486","235,132","1,963,666"
"11,746,634",-,-,-,"11,746,634"
"53,140,770","4,904,836","1,993,497","5,135,864","65,174,967"
"4,118,173","681,725","(15,512)","(883,253)","3,901,133"
"524,921","43,581","(121,568)","44,824","491,759"
