-,-,-,-,-,"14,691,059","14,691,059"
-,-,-,-,-,"28,636,825","28,636,825"
"3,803,999","10,841,556","17,615,081","56,865,622","139,734,715",-,"228,860,973"
"36,491,102","236,004",-,"3,179,821",-,"26,842,138","66,749,065"
"4,660,722","3,943,398","2,196,162","4,290,164",-,"2,595,002","17,685,448"
"330,214,425",-,-,-,-,-,"330,214,425"
-,-,-,-,-,"381,443","381,443"
-,-,-,-,-,"8,438","8,438"
-,-,-,-,-,"15,788,209","15,788,209"
"375,170,248","15,020,958","19,811,243","64,335,607","139,734,715","88,943,114","703,015,885"
"269,901,521","98,412,832","79,376,111","145,116","424,385","131,141,953","579,401,918"
"16,464,684",-,"400,697",-,-,"9,815,176","26,680,557"
-,-,-,-,-,"13,006,386","13,006,386"
"428,414","130,208","420,443","2,354,953","263,114","188,162","3,785,294"
"1,890,587","834,813","700,463","1,047,854","1,938,254",-,"6,411,971"
"288,685,206","99,377,853","80,897,714","3,547,923","2,625,753","154,151,677","629,286,126"
"86,485,042","(84,356,895)","(61,086,471)","60,787,684","137,108,962","(65,208,563)","73,729,759"
