"244,430,156","35,173,100","26,150,563","305,753,819"
"165,821,263","33,488,434","21,833,193","221,142,890"
"78,608,893","1,684,666","4,317,370","84,610,929"
"50,991,244","3,788,090","137,392","54,916,726"
"27,198,275","2,835,383","137,392","30,171,050"
"23,792,969","952,707",-,"24,745,676"
"295,421,400","38,961,190","26,287,955","360,670,545"
"244,439,548","50,222,875","40,024,326","334,686,749"
"65,334,883","14,057,319","852,894","80,245,096"
"49,607,212","4,053,491","2,441,147","56,101,850"
"27,027,908","713,371","212,215","27,953,494"
"386,409,551","69,047,056","43,530,582","498,987,189"
"90,988,151","30,085,866","17,242,627","138,316,644"
