SUMMARY CONSOLIDATED STATEMENT OF CASH FLOWS,"30th June, 2020
Un-audited
Shs ‘000","31st Dec, 2019
Audited
Shs ‘000"
,"16,906,397",
,"(17,754,135)",
,"(664,819)",
,"(1,512,557)",
,"41,376,089",
,"39,863,532",
