"1,764,190","180,669","432,124","59,802","2,436,785"
"2,603,303","880,744","666,508","47,850","4,198,405"
"15,376,396",-,-,-,"15,376,396"
"32,633,765","5,248,987","8,097,806","737,990","46,718,548"
"5,259,695",-,-,-,"5,259,695"
"80,975,868","142,192","1,859,263","3,531","82,980,854"
"355,031","55,454","45,031",-,"455,516"
"138,968,248","6,508,046","11,100,732","849,173","157,426,199"
"134,277,738","6,319,345","10,169,401","798,217","151,564,701"
"1,344,983","3,469","14,892","28,384","1,391,728"
"8,609,761",-,"379,072",-,"8,988,833"
"2,388,104",-,"61,395","21,755","2,471,254"
"681,885",-,-,-,"681,885"
"147,302,471","6,322,814","10,624,760","848,356","165,098,401"
"(8,334,223)","185,232","475,972",817,"(7,672,202)"
