-,-,-,-,-
"575,954","152,566","1,733,924","230,951","2,693,395"
"575,954","152,566","1,733,924","230,951","2,693,395"
"(1,717,633)",-,-,-,"(1,717,633)"
-,"(25,966)","(1,382)","(122,683)","(150,031)"
"233,881",-,-,-,"233,881"
-,-,"541,372","4,241","545,613"
-,"(133,771)",-,-,"(133,771)"
"233,881","(159,737)","539,990","(118,442)","495,692"
"(1,483,752)","(159,737)","539,990","(118,442)","(1,221,941)"
-,"111,330","285,338","30,464","427,132"
"(1,483,752)","(48,407)","825,328","(87,978)","(794,809)"
"1,536,804",-,-,-,"1,536,804"
-,-,"(1,135,291)",-,"(1,135,291)"
"(149,083)",-,-,-,"(149,083)"
"1,387,721",-,"(1,135,291)",-,"252,430"
"479,923","104,159","1,423,961","142,973","2,151,016"
"479,923","104,159","1,423,961","142,973","2,151,016"
