21,-,-,"43,679,381","43,679,381","43,679,381"
22,-,-,"553,733","553,733","553,733"
27,-,-,"290,541,204","290,541,204","290,541,204"
23,-,-,"52,956,080","52,956,080","52,956,080"
,-,"122,864,015",-,"122,864,015","122,864,015"
26,-,-,"15,226,830","15,226,830","15,226,830"
,-,-,"19,268,491","19,268,491","19,268,491"
,-,"122,864,015","422,225,719","545,089,734","545,089,734"
38,-,-,"502,016,493","502,016,493","502,016,493"
39,-,-,"13,407,659","13,407,659","13,407,659"
42,-,-,"10,172,225","10,172,225","10,172,225"
,-,-,-,-,-
41,-,-,"23,566,322","23,566,322","23,566,322"
,-,-,"549,162,699","549,162,699","549,162,699"
