"77,926,028",Column,"85,228"
"(30,637,973)",,-
"47,288,055","42,386,630","85,228"
,"4,398,231
(464,214)",
"5,680,176",,-
"(599,072)",,-
"5,081,104","3,934,017
12,495,587
134,295
(554,651)
1,478,288",-
"8,376,941",,-
"78,176",,-
"(1,730,879)",,-
"2,483,758",,"7,575,646"
"14,289,100","17,487,536","7,575,646"
,"59,874,166
(25,120,097)",
"61,577,155",,"7,660,874"
"(28,695,723)",,"(728,460)"
,"34,754,069
(12,465,743)",
"32,881,432",,"6,932,414"
"(7,441,230)",,-
,"22,288,326
203,200",
"25,440,202",,"6,932,414"
"41,704",,-
,"22,491,526
(8,713,501)",
"25,481,906",,"6,932,414"
"(4,025,273)",,"(92,531)"
,"13,778,025",
"21,456,633",,"6,839,883"
,"13,864,788
(86,763)",
"21,456,633",,"6,839,883"
-,,-
"21,456,633","13,778,025","6,839,883"
13.02,8.36,4.15
