"26,021,013"
"51,690,279"
"31,955"
"59,296,179"
"137,039,426"
"7,843,285"
"27,550,142"
"101,645,999"
"137,039,426"
"16,798,063"
"36,824,273"
"4,318,998"
"(5,722,914)"
"(528,141)"
"51,690,279"
