"31st Dec, 2015 31st Dec, 2014
Audited Audited
Shs '000 Shs '000","31st Dec, 2015 31st Dec, 2014
Audited Audited
Shs '000 Shs '000"
"1 4,351,893 6,899,672
1,123,359 2 ,867,664","1 3,194,946 5,968,828
1 ,029,881 2,724,737"
"1 3,228,534 4,032,008
2,776,627 2 ,680,360","1 2,165,065 3,244,091
2 ,388,738 2,301,711"
"1 0,451,907 1,351,648","9 ,776,327 9 42,380"
"1 0,451,907 1,351,648","9 ,776,327 9 42,380"
- -,- -
"752,748 1,707,952
1,303,042 1 ,037,274","713,365 1,664,953
1 ,273,710 9 99,931"
"2,055,790 2 ,745,226","1 ,987,075 2,664,884"
"1 4,087,329 1 6,156,604
2 1,346,126 3 2,567,890
821,955 1 33,924","13,819,894 16,379,472
21,346,126 30,381,438
- -"
"3 6,255,410 4 8,858,418","35,166,020 46,760,910"
"2 3,427,721 2 0,722,594","21,529,429 18,826,499"
"1,000,000 1 ,000,000","1 ,000,000 1,000,000"
"2 2,427,721 1 9,722,594","20,529,429 17,826,499"
"8,898,701 8 ,630,471","8 ,827,078 8,513,693"
"3 2,326,422 2 9,353,065","30,356,507 27,340,192"
"157,017,833 1 39,496,634
20.85% 20.63%
8.00% 8.00%","1 48,255,517 131,044,542
20.47% 20.47%
8.00% 8.00%"
12.85% 12.63%,12.47% 12.47%
"14.92% 14.86%
10.50% 10.50%","14.52% 14.37%
10.50% 10.50%"
4.42% 4.36%,4.02% 3.87%
"20.59% 21.04%
14.50% 14.50%","20.48% 20.86%
14.50% 14.50%"
6.09% 6.54%,5.98% 6.36%
"29.22% 35.14%
20.00% 20.00%","29.80% 33.08%
20.00% 20.00%"
9.22% 15.14%,9.80% 13.08%
