"2,994,572"
"(2,056)"
"65,617"
"63,561"
"3,058,133"
"921,237"
"(1,367)"
"24,062"
"22,695"
"(943,932)"
-
-
"307,865"
-
"8,896"
"(8,127)"
769
"308,634"
"3,366,767"
-
