"2,300",Column,Column,Column,Column,"2,300"
"6,000",,,,,"6,000"
,"57,698","29,989","4,131","6,236","98,054"
,"35,087","10,245","1,533",-,"46,865"
"2,540",,,,,"2,540"
"2,940",,,,,"2,940"
"7,606",,,,,"7,606"
"3,320",,,,,"3,320"
"4,875",,,,,"4,875"
"2,760",,,,,"2,760"
"2,100",,,,,"2,100"
"34,441","92,785","40,234","5,664","6,236","179,360"
