"83,155","30,072","414,647","52,476","580,350"
-,-,-,-,-
"83,155","30,072","414,647","52,476","580,350"
"(311,151)",-,-,-,"(311,151)"
-,"10,229","(90,012)","(18,164)","(97,947)"
-,-,"237,263","(10,769)","226,494"
-,"(12,840)",-,-,"(12,840)"
"(311,151)","(2,611)","147,251","(28,933)","(195,444)"
"(311,151)","(2,611)","147,251","(28,933)","(195,444)"
-,-,"57,803","8,891","66,694"
"(311,151)","(2,611)","205,054","(20,042)","(128,750)"
"269,720",-,-,-,"269,720"
-,-,"(145,018)",-,"(145,018)"
"269,720",-,"(145,018)",-,"124,702"
"68,391","26,492","471,040","32,093","598,016"
"(26,667)",969,"3,643",341,"(21,714)"
"41,724","27,461","474,683","32,434","576,302"
