"3,178,080
(460,199)"
"2,717,881"
"(62,123)
(46,152)
(159,753)
(29,104)
5,997"
"(291,135)"
"(305,111)
-"
"(305,111)"
"2,121,635
5,137,651"
"7,259,286"
