"67,765,506","3,293,967","3,741,854","3,124,701","77,926,028"
"(27,760,253)","(964,162)","(1,102,173)","(811,385)","(30,637,973)"
"40,005,253","2,329,805","2,639,681","2,313,316","47,288,055"
"12,779,548","587,970","498,147","423,435","14,289,100"
"52,784,801","2,917,775","3,137,828","2,736,751","61,577,155"
"(6,706,751)","(158,287)","(167,553)","(408,639)","(7,441,230)"
"(1,581,748)","(230,386)","(172,257)","(158,883)","(2,143,274)"
"(22,072,394)","(1,779,950)","(1,573,055)","(1,127,050)","(26,552,449)"
"22,423,908","749,152","1,224,963","1,042,179","25,440,202"
"41,704",-,-,-,"41,704"
"22,465,612","749,152","1,224,963","1,042,179","25,481,906"
"(3,907,051)","416,345","(210,286)","(324,281)","(4,025,273)"
"18,558,561","1,165,497","1,014,677","717,898","21,456,633"
