"28,885,505"
"66,749,065"
"381,443"
"228,860,973"
"16,165,549"
"8,438"
"330,214,425"
"15,788,209"
"687,053,607"
"15,100,932"
"27,568,527"
"29,203,494"
"71,872,953"
"758,926,560"
