"SUMMARY CONSOLIDATED STATEMENT
OF CASH FLOW","30th June, 2022
Un-audited
Shs ‘000","31st Dec, 2021
Audited
Shs ‘000"
,"(1,704,136)",
,"(7,840,407)",
,"(5,470,220)",
,"(15,014,763)",
,"67,471,764",
,"52,457,001",
