"SUMMARY CONSOLIDATED STATEMENT
OF CASH FLOW","30th June, 2023
Un-audited
Shs ‘000","31st Dec, 2022
Audited
Shs ‘000"
,"18,812,595",
,"(167,481)",
,"(4,995,320)",
,"13,649,794",
,"40,957,316",
,"54,607,110",
