"4,425,440","3,747,301"
"(2,011,376)","(1,732,079)"
"2,414,064","2,015,222"
"692,271","569,821"
"(34,427)","(26,884)"
"657,844","542,937"
"502,475","385,784"
"266,695","220,510"
"3,841,078","3,164,453"
"(463,484)","(194,551)"
"(1,030,159)","(813,396)"
"(820,642)","(672,332)"
"(2,314,285)","(1,680,279)"
"1,526,793","1,484,174"
"(441,075)","(446,493)"
"1,085,718","1,037,681"
"1,079,117","1,035,763"
"6,601","1,918"
"1,085,718","1,037,681"
Shs 3.31,Shs 3.18
Shs 0.25,Shs 0.25
Shs 0.25,Shs 0.25
