"87,487,069","39,091,315","16,681,406","3,605,640","313,348","147,178,778"
"9,892,968","13,461",-,-,-,"9,906,429"
-,-,"9,760,376","2,522,651","4,711,204","16,994,231"
"97,380,037","39,104,776","26,441,782","6,128,291","5,024,552","174,079,438"
"11,972,902",-,-,-,-,"11,972,902"
"400,689",-,-,-,-,"400,689"
"5,253,062",-,-,-,-,"5,253,062"
"3,041,575","11,614,636","4,019,334","10,449,852","62,378,108","91,503,505"
"26,631,656","8,586,234","13,633,810","8,277,781","69,357,792","126,487,273"
"47,299,884","20,200,870","17,653,144","18,727,633","131,735,900","235,617,431"
"50,080,153","18,903,907","8,788,638","(12,599,343)","(126,711,347)","(61,537,993)"
