-,-,-,-,-
"166,963","115,595","537,431","40,506","860,495"
"166,963","115,595","537,431","40,506","860,495"
"(455,252)",-,-,-,"(455,252)"
-,"(25,966)","(12,854)","(21,929)","(60,749)"
"53,810",-,-,-,"53,810"
-,-,"339,644","15,265","354,909"
-,"103,708",-,-,"103,708"
-,"(139,757)",-,-,"(139,757)"
"53,810","(62,015)","326,790","(6,664)","311,921"
"(401,442)","(62,015)","326,790","(6,664)","(143,331)"
-,"44,593","113,478","16,038","174,109"
"(401,442)","(17,422)","440,268","9,374","(30,778)"
"366,147",-,-,-,"366,147"
-,-,"(477,328)",-,"(477,328)"
"(64,609)",-,-,-,"(64,609)"
"301,538",-,"(477,328)",-,"(175,790)"
-,-,-,-,-
"67,059","98,173","500,371","49,880","715,483"
"67,059","98,173","500,371","49,880","715,483"
