Column,"5,543,337 13,667,871 5,248,937
3,591,806 8,597,211 3,287,130
88,634 432,322 188,515
22,228 99,453 64,489",Column,"- - -
- - -
8,569 38,109 21,491
- - -",Column
"11,215,780",,-,,"12,039,227"
"7,667,429",,-,,"8,166,853"
"318,842",,"16,676",,"423,494"
"51,070",,-,,"51,070"
"19,253,121","9,246,005 22,796,857 8,789,071","16,676","8,569 38,109 21,491","20,680,644"
,"3,799,682 9,653,133 3,836,308
53,259 146,605 66,811
411,452 1,289,735 533,573",,"- - -
- - -
- - -",
"7,705,043",,-,,"8,418,522"
"92,742",,-,,"227,513"
"814,294",,-,,"821,035"
"8,612,079","4,264,393 11,089,473 4,436,692",-,- - -,"9,467,070"
"10,641,042","4,981,612 11,707,384 4,352,379","16,676","8,569 38,109 21,491","11,213,574"
,"2,710,791 8,585,854 2,781,133
721,831 2,174,957 1,464,730
948,641 2,652,455 1,093,388
23,396 139,900 -
220,049 972,024 118,658",,"- - -
- - -
- - -
- 1,300,000 1,050,000
47,298 9,275,046 128,441",
"3,383,242",,-,,"4,687,299"
"2,374,961",,-,,"2,516,141"
"1,783,777",,-,,"1,928,674"
"23,396",,"175,000",,"23,396"
"518,079",,"98,131",,"919,851"
"8,083,455","4,624,708 14,525,190 5,457,909","273,131","47,298 10,575,046 1,178,441","10,075,361"
"18,724,497","9,606,320 26,232,574 9,810,288","289,807","55,867 10,613,155 1,199,932","21,288,935"
,"3,337,216 5,984,982 1,148,362
1,253,450 4,384,528 1,602,000
62,004 323,364 76,556
303,112 819,518 289,861
132,437 380,845 217,185
232,516 615,950 332,911
1,531,548 4,433,507 1,838,899",,"- - -
16,089 121,106 58,292
35,879 104,619 52,759
- 1,286 772
- - -
- - -
7,210 32,322 13,820",
"7,079,014",,-,,"7,625,535"
"2,646,175",,"28,075",,"3,503,010"
"76,898",,"79,387",,"224,795"
"574,838",,-,,"733,702"
"307,204",,-,,"406,651"
"466,346",,-,,"478,942"
"3,273,255",,"14,419",,"4,018,163"
"14,423,730","6,852,283 16,942,694 5,505,774","121,881","59,178 259,333 125,643","16,990,798"
"4,300,767","2,754,037 9,289,880 4,304,514
195,625 1,176,313 200,000","167,926","(3,311) 10,353,822 1,074,289
- 62,771 -","4,298,137"
"391,250",,-,,"391,250"
"3,909,517","2,558,412 8,113,567 4,104,514","167,926","(3,311) 10,291,051 1,074,289","3,906,887"
-,- -,-,- - -,-
"3,909,517","2,558,412 8,113,567 4,104,514","167,926","(3,311) 10,291,051 1,074,289","3,906,887"
"(1,146,171)","(767,772) (2,850,954) (1,294,130)
- 827,086 -","(11,189)","993 (51,425) (7,287)
- 15,984 -","(1,164,605)"
"(104,875)",,"(2,663)",,"(110,121)"
"2,658,471","1,790,640 6,089,699 2,810,384","154,074","(2,318) 10,255,610 1,067,002","2,632,161"
,"- - -
(56,219) (306,560) 231,403
- - -
- - -
- - -",,"- - -
- - -
- - -
- - -
- - -",
-,,-,,"222,246"
"91,286",,-,,"187,888"
-,,-,,-
-,,-,,-
-,,-,,-
"91,286","(56,219) (306,560) 231,403",-,- - -,"410,134"
"2,749,757","1,734,421 5,783,139 3,041,787","154,074","(2,318) 10,255,610 1,067,002","3,042,295"
4.90,"3.30 17.32 9.77
- 4.88 -
- - -",0.10,"- 11.36 1.52
- 0.25 -
- - -",1.76
-,,-,,-
-,,-,,-
