"1,705,853","1,526,991","3,779,155","4,607,339"
"170,591","177,747","3,557,226","3,272,907"
"1,535,262","1,349,244","221,929","1,334,432"
"12,640,989","12,626,734","4,164,369","3,513,531"
"498,481","516,331","2,242,414","2,618,816"
"12,142,508","12,110,403","1,921,955","894,715"
"13,677,770","13,459,647","2,143,884","2,229,147"
"410,673","410,424","2,327,930","2,227,632"
"251,820","612,930","255,285","422,692"
-,-,-,-
"251,820","612,930","255,285","422,692"
"58,785","143,082","85,095","140,897"
,,"58,785","143,082"
,,"85,095","140,897"
,,"143,880","283,979"
