"57,302,525",Column,"36,707"
"(19,477,455)",,-
"37,825,070","36,009,092","36,707"
,"3,338,124
4,735,403
745,509
-
(300,000)
1,237,851",
"3,746,811",,-
"5,056,517",,-
"694,047",,-
-,,-
"(1,002,185)",,-
"1,325,188",,"6,340,793"
,"9,756,887",
"9,820,378",,"6,340,793"
,"45,765,979
(20,847,567)",
"47,645,448",,"6,377,500"
"(21,489,230)",,"(320,843)"
"26,156,218","24,918,412","6,056,657"
"(11,210,714)","(20,094,371)",-
"14,945,504","4,824,041
157,880","6,056,657"
"89,485",,-
,"4,981,921
(411,054)",
"15,034,989",,"6,056,657"
"(4,811,346)",,"(47,812)"
,"4,570,867",
"10,223,643",,"6,008,845"
,"4,638,306
(67,439)",
"10,299,488",,"6,008,845"
"(75,845)",,-
"10,223,643","4,570,867","6,008,845"
6.21,2.77,3.65
