"92,434","33,428","460,920","58,333","645,115"
-,-,-,-,-
"92,434","33,428","460,920","58,333","645,115"
"(259,241)",-,-,-,"(259,241)"
-,"(5,591)","(199,834)","(34,193)","(239,618)"
-,-,"249,725",(756),"248,969"
-,"(1,555)",-,-,"(1,555)"
"(259,241)","(7,146)","49,891","(34,949)","(251,445)"
"(259,241)","(7,146)","49,891","(34,949)","(251,445)"
-,-,"50,384","7,658","58,042"
"(259,241)","(7,146)","100,275","(27,291)","(193,403)"
"206,737",-,-,-,"206,737"
-,-,"(106,927)",-,"(106,927)"
"206,737",-,"(106,927)",-,"99,810"
"65,450","25,354","450,782","30,714","572,300"
"(25,520)",928,"3,486",328,"(20,778)"
"39,930","26,282","454,268","31,042","551,522"
