"4,981,921","11,313,559"
"(157,880)","(143,880)"
-,-
-,-
"(19,910)",(371)
"786,759","756,108"
"940,833","734,130"
"481,539","300,043"
"782,500","893,033"
"20,094,371","5,635,308"
"1,256,533","1,289,735"
-,"(4,161,349)"
-,"738,036"
125,31
"1,056,828","220,625"
"30,203,619","17,575,008"
"122,070","(7,811,074)"
-,"11,062,594"
,"36,736"
"(18,716,010)","(15,324,789)"
"(2,871,713)","(4,582,240)"
-,-
-,-
"43,267,411","23,474,833"
"54,831","6,535,856"
"(4,427)","(2,577)"
-,"(2,330,000)"
"52,055,781","28,634,347"
