"3,272,688","2,670,862"
"155,876","567,924"
"4,056,301","4,093,538"
"3,858,103","3,974,918"
"1,400",-
"31,133,484","29,954,948"
"155,003","167,142"
"37,334",-
"2,346","262,598"
"1,147,786","278,666"
"769,349","671,790"
"57,893","53,910"
"7,750","7,875"
"44,655,313","42,704,171"
"36,977,360","35,238,381"
-,"4,843"
-,"81,563"
"465,202","663,275"
"224,090","290,413"
-,"94,724"
"492,223","742,975"
"43,825","36,552"
"18,651","22,303"
"38,221,351","37,175,029"
"1,631,808","1,483,462"
"192,600","340,946"
"169,426","174,207"
"4,154,042","3,245,831"
"286,086","284,696"
"6,433,962","5,529,142"
"44,655,313","42,704,171"
