Pillar,Commitment,SDG Alignment
"Minimise Our Direct Impact
on the Climate and Amplify
Our Tree Planting Program","We will Grow 10M trees by 2030 through strategic
partnerships with private actors & government","SDG 13, SDG 15"
,"We will fully eliminate single use plastic and recycle
100% of our waste by 2030","SDG 12, SDG 13"
,"We will green our supply chain and transform all
our corporate gifting to be sustainable","SDG 12, SDG 13"
"Ignite Our Customers’
Transition to a Low Carbon
Operating Model","We will mobilise & steer KES 30 Billion of Green &
Sustainable Financing to accelerate the transition","SDG 6, SDG 7, SDG 8, SDG 13"
,"We will invest in deploying EV charging stations
across the region.","SDG 7, SDG 13"
,"We will develop a “Change the Story” knowledge
platform to inspire and capacitate the public
towards change",SDG 17
"Mitigate the Impact of
Climate related Risks to our
Long-Term Performance","We will complete a group-wide carbon audit
in 2023 & set a >50% reduction target in direct
emissions (Scope I & II)
by 2030",SDG 13
,"We will align with the 2015 Paris Agreement and
reduce our financed emissions by 2030",SDG 13
,"We will embed thorough assessments of climate-
related risks in our lending, investment, and
financing activities",SDG 13
Pillar,Commitment,SDG Alignment
"Enhance the Impact of Our
Community Engagement
Model","We will train & ignite our 3000+ staff to make
a difference through the “I Change the Story”
program",SDG 11
,"We will deploy KES 100M annually to support the
communities in which we operate",SDG 11
,"We will champion inclusive communities through
regional sport development",SDG 10
"Optimise our Corporate
Governance","We will steer at least 30% of our General Services
procurement spend to women and youth","SDG 5, SDG 10"
,"We will promote diversity, equity and inclusion at
all levels of our operations",SDG 5
,"We will provide targeted mentorship and skills
building for women and youth","SDG 5, SDG 8"
