"2,286,824","5,772,170","174,054","891,703","9,124,751"
"(1,300,794)","(4,541,466)","(109,834)",-,"(5,952,094)"
"986,030","1,230,704","64,220","891,703","3,172,657"
"986,030","1,230,704","64,220","891,703","3,172,657"
883,"181,282",-,"165,691","347,856"
"2,764","8,818",(388),"2,719","13,913"
"189,717","140,936",-,"(330,653)",-
-,-,-,"(221,066)","(221,066)"
-,"(7,829)",-,"(66,264)","(74,093)"
-,"6,420",-,-,"6,420"
"(220,441)","(515,528)","(27,714)",-,"(763,683)"
"958,953","1,044,803","36,118","442,130","2,482,004"
"2,641,312","6,395,145","186,129","442,130","9,664,716"
"(1,682,359)","(5,350,342)","(150,011)",-,"(7,182,712)"
"958,953","1,044,803","36,118","442,130","2,482,004"
