"43,154,323",Column,-
"269,163",,-
"45,119,386",,-
"96,879",,-
"209,450,847",,-
"12,844,240",,-
"241,464,021",,-
"10,409,574",,-
-,,"60,055"
"3,956,460",,"332,593"
-,,"70,608,568"
"6,082,639",,-
"2,482,004",,-
"390,080",,"36,212"
"11,832,708",,"24,491"
"522,250",,-
"2,979,464",,-
"34,000",,-
"591,088,038","527,868,381","71,061,919"
,"421,504,454
6,303,343
-
10,350,971
13,319,474
8,653
21,010
33,392
3,778,787",
"469,890,083",,-
"14,775,283",,-
-,,"10,297,692"
"15,958,357",,"160,508"
"6,096,755",,-
"2,761,211",,-
-,,-
"19,639",,"19,639"
"3,599,681",,
"513,101,009","455,320,084","10,477,839"
,"8,237,598
21,424,322
1,617,562
39,038,741
(570,082)
129,098
2,471,279",
"8,237,598",,"8,237,598"
"21,424,322",,"21,424,322"
"369,963",,-
"44,201,725",,"27,215,242"
"(400,475)",,
"323,044",,
"3,706,918",,"3,706,918"
"77,863,095","72,348,518
199,779","60,584,080"
"123,934",,-
"77,987,029","72,548,297","60,584,080"
"591,088,038","527,868,381","71,061,919"
