"2007
Shs`000
2,411,997
22,209,186
506,813
6,153,022","2008
Shs`000
3,974,918
29,954,948
673,997
8,015,256","2009
Shs`000
4,332,080
32,511,082
798,255
9,916,824","2010
Shs`000
5,074,031
40,754,979
750,530
12,434,382","2011
Shs`000
7,500,288
56,624,621
967,988
13,891,108"
"31,281,018","42,619,119","47,558,241","59,013,922","78,984,005"
"24,805,595
650,100
1,087,590","35,238,381
663,275
1,151,713","39,514,275
465,202
786,510","48,492,224
303,284
1,865,185","66,293,053
190,280
1,977,719"
"26,543,285","37,053,369","40,765,987","50,660,693","68,461,052"
"4,737,733","5,565,750","6,792,254","8,353,229","10,522,953"
"31,281,018","42,619,119","47,558,241","59,013,922","78,984,005"
"2,799,924
1,159,829","3,747,301
1,732,079","4,425,440
2,011,376","4,757,544
1,543,893","6,456,142
2,552,092"
"1,640,095
736,294","2,015,222
1,149,231","2,414,064
1,427,014","3,213,651
1,999,829","3,904,050
2,698,684"
"2,376,389","3,164,453","3,841,078","5,213,480","6,602,734"
"1,226,415
100,067","1,485,728
194,551","1,850,801
463,484","2,288,448
316,640","2,739,635
258,151"
"1,326,482","1,680,279","2,314,285","2,605,088","2,997,786"
"1,049,907","1,484,174","1,526,793","2,608,392","3,604,948"
"304,220","446,493","441,075","744,474","897,811"
"745,687","1,037,681","1,085,718","1,863,918","2,707,137"
-,"1,918","6,601","46,686","54,679"
"745,687","1,037,681","1,085,718","1,817,232","2,652,458"
"1.89
0.80
967,724
479,884","2.63
0.50
1,031,988
621,360","2.75
0.50
1,548,270
1,134,091","4.60
0.50
1,570,797
1,420,444","6.72
0.50
1,961,277
1,690,526"
"487,840","410,628","414,179","150,353","270,751"
"290
10
22.16%
30.98%
2.20%
3.36%","375
12
26.67%
36.32%
1.37%
3.48%","484
15
22.48%
37.15%
1.31%
3.21%","514
16
31.23%
38.36%
0.43%
4.42%","596
23
34.26%
40.87%
0.48%
4.56%"
