"77,876,027","2,576,256","3,634,407","84,086,690"
"25,207,205","394,327","94,208","25,695,740"
"14,318,014","471,835","468,381","15,258,230"
"117,401,246","3,442,418","4,196,997","125,040,660"
"(834,167)","(44,852)","(33,982)","(913,001)"
"(3,548,100)","(14,563)","(3,015)","(3,565,678)"
"(5,298,538)","(251,924)","(195,228)","(5,745,690)"
"(9,680,805)","(311,339)","(232,225)","(10,224,369)"
"107,720,441","3,131,079","3,964,771","114,816,291"
"2,036,712",-,-,"2,036,712"
"109,757,153","3,131,079","3,964,771","116,853,003"
37%,53%,42%,38%
