Column,2016,2015
Note,Shs’000,Shs’000
7,"19,020,675","17,014,132"
8,"(6,852,078)","(7,271,599)"
,"12,168,597","9,742,533"
12(c),"(3,749,530)","(1,652,475)"
,"8,419,067","8,090,058"
9(a),"2,010,351","1,844,430"
9(b),"(100,410)","(76,527)"
,"1,909,941","1,767,903"
10,"1,304,143","1,563,091"
11,"705,065","624,640"
,"12,338,216","12,045,692"
13,"(3,397,131)","(3,063,909)"
14(a),"(499,842)","(492,455)"
14(b),"(2,274,294)","(2,092,053)"
,"(6,171,267)","(5,648,417)"
,"6,166,949","6,397,275"
15(a),"(1,836,553)","(1,912,150)"
,"4,330,396","4,485,125"
,"4,309,885","4,477,355"
,"20,511","7,770"
,"4,330,396","4,485,125"
16,Shs 6.73,Shs 7.00
