"34,045,765"
"(12,509,123)"
"21,536,642"
"(5,635,308)"
"15,901,334"
"3,042,082"
"2,842,327"
"189,750"
-
"4,161,349"
"616,800"
"10,852,308"
"26,753,642"
"(15,583,963)"
"11,169,679"
"143,880"
"11,313,559"
"(3,471,783)"
"7,841,776"
"7,821,491"
"20,285"
"7,841,776"
8.67
