18,-,-,"43,327,884","43,327,884","43,327,884"
19,-,-,"381,443","381,443","381,443"
24,-,-,"326,118,555","326,118,555","326,118,555"
20,-,-,"66,749,065","66,749,065","66,749,065"
,-,"127,459,852",-,"127,459,852","127,459,852"
23,-,-,"16,165,549","16,165,549","16,165,549"
,-,-,"16,988,474","16,988,474","16,988,474"
,-,"127,459,852","469,730,970","597,190,822","597,190,822"
34,-,-,"579,401,918","579,401,918","579,401,918"
35,-,-,"26,680,557","26,680,557","26,680,557"
37,-,-,"6,411,971","6,411,971","6,411,971"
36,-,-,"21,229,439","21,229,439","21,229,439"
,-,-,"633,723,885","633,723,885","633,723,885"
