"2011
Shs’000
6,456,142
(2,552,092)","2010
Shs’000
4,757,544
(1,543,893)"
"3,904,050","3,213,651"
"1,016,583
(58,400)","683,050
(54,705)"
"958,183","628,345"
"1,387,158
353,343","1,092,901
278,583"
"6,602,734","5,213,480"
"(258,151)
(1,598,250)
(198,788)
(942,597)","(316,640)
(1,342,130)
(174,819)
(771,499)"
"(2,997,786)","(2,605,088)"
"3,604,948
(897,811)","2,608,392
(744,474)"
"2,707,137","1,863,918"
"(340,569)
(8,371)","(92,441)
(38,592)"
"(348,940)","(131,033)"
"2,358,197","1,732,885"
"2,652,458
54,679","1,817,232
46,686"
"2,707,137","1,863,918"
"2,303,518
54,679
2,358,197","1,686,199
46,686
1,732,885"
Shs 6.72,Shs 4.60
Shs 6.72,Shs 4.60
