"27,776,689"
"(3,240,340)"
"24,536,349"
-
-
"99,900"
"(54,857,407)"
"48,110,103"
"(910,057)"
"(1,314,108)"
"(5,410,809)"
"598,167"
"239,718"
-
"(13,444,491)"
-
-
"(3,070,672)"
"(1,993,450)"
"6,652,635"
-
"1,588,513"
"12,680,371"
"28,695,718"
"41,376,089"
