2016,2015
Shs’000,Shs’000
"7,263,501","8,940,056"
"399,772","848,819"
"9,682,207","6,675,640"
"30,698,495","27,911,907"
"113,040,863","114,657,644"
"1,338,613","1,192,994"
-,-
"137,003","112,729"
"1,507,847","1,517,656"
"1,043,497","1,063,760"
"1,071,441","991,513"
"522,875","523,000"
"2,752,871","1,352,550"
"169,458,985","165,788,268"
"111,824,685","112,364,637"
"2,775,926","9,064,552"
"19,965,484","15,356,190"
"57,552","77,389"
-,-
"455,649","148,480"
"3,998,726","2,378,407"
"35,599","52,471"
"139,113,621","139,442,126"
"3,199,728","3,199,728"
"2,700,017","2,700,017"
"175,202","179,983"
"(208,875)","(627,333)"
"(760,327)","(810,627)"
"1,238,486","1,314,333"
"(157,172)","(157,172)"
"23,012,504","19,421,923"
"639,946","639,946"
"29,839,509","25,860,798"
"505,855","485,344"
"30,345,364","26,346,142"
"169,458,985","165,788,268"
