"28,608,593",-,"28,608,593",92
"2,220,231","80,846","2,139,385",7
"1,411,457","1,025,951","385,506",1
"32,240,281","1,106,797","31,133,484",100
,"Impairment
allowances
Shs’000","Net amounts
Shs’000",
"28,469,518",-,"28,469,518",95
"1,160,821","86,019","1,074,802",4
"1,031,988","621,360","410,628",1
"30,662,327","707,379","29,954,948",100
