Column,"17,958,753 9,247,495 42,021,625 31,790,079
10,789,044 5,421,827 22,356,758 16,794,270
1,230,106 530,899 3,213,030 2,488,854
17,528 16,379 162,482 125,612",Column,"- - - -
- - - -
51,441 25,723 39,878 29,953
- - - -",Column
"26,578,382",,-,,"29,680,158"
"16,141,520",,-,,"18,673,907"
"2,075,923",,"74,370",,"2,280,473"
"17,692",,-,,"23,189"
"44,813,517","29,995,431 15,216,600 67,753,895 51,198,815","74,370","51,441 25,723 39,878 29,953","50,657,727"
,"10,675,771 5,818,177 35,262,483 27,688,313
460,879 411,110 1,559,157 1,152,227
281,359 151,427 951,235 709,267",,"- - - -
- - - -
- - - -",
"15,100,916",,-,,"17,272,573"
"478,381",,-,,"665,795"
"592,515",,-,,"678,557"
"16,171,812","11,418,009 6,380,714 37,772,875 29,549,807",-,- - - -,"18,616,925"
"28,641,705","18,577,422 8,835,886 29,981,020 21,649,008","74,370","51,441 25,723 39,878 29,953","32,040,802"
,"4,549,737 2,238,259 9,173,241 6,904,863
2,719,143 1,296,532 5,448,326 4,136,182
2,126,188 1,020,131 5,414,649 4,465,284
- - - -
378,825 200,305 1,201,863 1,111,218",,"- - - -
- - - -
- - - -
7,218,000 - 12,144,600 11,144,600
142,126 73,168 305,279 247,796",
"7,026,609",,-,,"9,651,840"
"3,982,497",,-,,"4,412,552"
"3,275,162",,-,,"3,710,808"
-,,"14,541,999",,-
"453,489",,"213,361",,"3,628,552"
"14,737,757","9,773,893 4,755,227 21,238,079 16,617,547","14,755,360","7,360,126 73,168 12,449,879 11,392,396","21,403,752"
"43,379,462","28,351,315 13,591,113 51,219,099 38,266,555","14,829,730","7,411,567 98,891 12,489,757 11,422,349","53,444,554"
,"2,704,058 1,274,007 5,206,348 3,664,533
6,033,841 2,817,534 10,359,333 7,807,977
37,403 18,808 39,281 43,120
614,188 306,492 993,906 736,489
549,466 267,221 688,144 527,218
422,442 224,019 1,074,794 789,634
7,009,653 3,259,759 12,094,721 9,375,474",,"- - - -
162,754 70,901 304,664 261,255
48,997 36,811 98,634 57,422
1,026 513 2,052 1,539
- - - -
- - - -
58,622 29,229 55,436 67,214",
"4,533,586",,-,,"5,078,118"
"9,265,941",,"244,127",,"11,884,999"
"55,540",,"75,344",,"210,451"
"720,703",,"1,539",,"786,189"
"822,930",,-,,"1,098,794"
"610,295",,-,,"754,311"
"10,556,499",,"87,826",,"13,172,758"
"26,565,494","17,371,051 8,167,840 30,456,527 22,944,445","408,836","271,399 137,454 460,786 387,429","32,985,620"
"16,813,968","10,980,264 5,423,273 20,762,572 15,322,110
- - - -","14,420,894","7,140,168 (38,562) 12,028,971 11,034,920
- - - -","20,458,934"
-,,-,,-
"16,813,968","10,980,264 5,423,273 20,762,572 15,322,110","14,420,894","7,140,168 (38,562) 12,028,971 11,034,920","20,458,934"
-,- - - -,-,- - - -,-
"16,813,968","10,980,264 5,423,273 20,762,572 15,322,110","14,420,894","7,140,168 (38,562) 12,028,971 11,034,920","20,458,934"
"(2,623,077)","(1,455,830) (656,788) (1,248,805) (2,241,118)
(604,259) (310,782) (1,680,360) (363,641)","(78,905)","(36,834) (29,314) (119,222) (83,827)
(15,031) 11,479 (4,047) (59,518)","(3,492,843)"
"(604,259)",,"14,011",,"(590,247)"
"13,586,632","8,920,175 4,455,703 17,833,407 12,717,351","14,356,000","7,088,303 (56,398) 11,905,702 10,891,574","16,375,844"
,"- - - -
3,365,330 1,253,669 2,303,692 (188,098)
- - 106,020 -
- - - -
- - - -
3,365,330 1,253,669 2,409,712 (188,098)",,"- - - -
- - - -
- - - -
- - - -
- - - -
- - - -",
-,,-,,"164,985"
"3,264,449",,-,,"3,466,559"
-,,-,,-
-,,-,,-
-,,-,,-
"3,264,449",,-,,"3,631,544"
"16,851,081","12,285,505 5,709,372 20,243,119 12,529,253","14,356,000","7,088,303 (56,398) 11,905,702 10,891,574","20,007,388"
25.02,16.43 8.21 32.84 23.42,8.71,4.30 - 7.23 6.61,9.94
-,"- - 11.97 -
- - 12.89 -",-,"2.50 - 2.25 -
- - 3.25 -",-
-,,-,,-
