Column,2008
Share Price:,
High for the year,13.50
Low for the year,9.10
31st December 2008,10.60
Shares Traded:,
Number of shares,"5,902,100"
Value of shares traded (Kshs.),"61,634,145"
Turnover in shares traded as a percentage of issued shares,0.17%
Number of shares in issue,"3,492,369,900"
Market Capitalisation as at 31st December 2008 (Kshs.),"37,019,120,940"
