latoT,000’shSK,"203,393,52","713,620,8","335,400,911","677,233,562","829,657,714","408,437","293,873,923","662,424,62","715,028,4","979,753,163","949,893,65"
"tseretni gniraeb
-noN",000’shSK,"203,393,52",-,-,-,"203,393,52",-,"494,430,491",-,-,"494,430,491",")291,146,861("
"sraey
5
revO",000’shSK,-,-,"158,358,93","712,438,69","860,886,631",-,-,"821,669,51","351,444","182,014,61","787,772,021"
"sraey
5-1",000’shSK,-,-,"069,869,33","835,176,001","894,046,431",-,"507,647","902,783,9","222,860,3","631,202,31","263,834,121"
"shtnom
21-3",000’shSK,-,-,"755,567,13","121,276,12","876,734,35",-,"615,862,51","929,070,1","601,189","155,023,71","721,711,63"
"shtnom
3-1",000’shSK,-,"713,819","561,619,8","125,299,6","300,728,61",-,"181,468,14",-,"420,812","502,280,24",")202,552,52("
"elbaliavA yletaidemmi 1 htnom
ot
pu
dna",000’shSK,-,"000,801,7","000,005,4","973,261,93","973,077,05","408,437","694,464,77",-,"210,901","213,803,87",")339,735,72("
