30-Sep-21,"30-Jun-21 31-Mar-21 31-Dec-20 30-Sep-20
KSHS.'000 KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited (Un-audited)
16,917,870 9,246,799 33,500,169 22,297,770
8,825,600 4,137,275 14,822,264 9,835,156
181,661 41,489 518,211 414,836
34,806 22,727 - -",30-Sep-21,"30-Jun-21 31-Mar-21 31-Dec-20
KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) (Un-audited) Audited
406,699 588,260 514,314
1,271,685 607,743 1,226,557
11,563 2,554 39,905
- - -",30-Sep-21
KSHS.'000,,KSHS.'000,,KSHS.'000
(Un-audited),,(Un-audited),,(Un-audited)
"25,426,036",,"433,525",,"24,928,254"
"13,801,306",,"1,951,046",,"11,850,259"
"314,721",,"17,443",,"230,409"
"32,566",,-,,-
"39,574,629","25,959,937 13,448,289 48,840,645 32,547,762","2,402,015","1,689,947 1,198,558 1,780,777","37,008,922"
,"6,397,074 3,178,068 10,937,757 7,764,295
23,999 68,382 196,208 22,660
707,168 372,189 1,357,714 1,124,593",,"194,191 232,046 173,350
644 57,574 24,498
7,557 13,886 56,507",
"9,838,369",,"292,524",,"9,545,369"
"29,173",,638,,"28,535"
"1,038,664",,"16,769",,"1,017,752"
"10,906,206","7,128,241 3,618,640 12,491,679 8,911,547","309,931","202,392 303,506 254,354","10,591,656"
"28,668,423","18,831,696 9,829,650 36,348,966 23,636,215
2,708,008 1,332,032 5,126,502 1,227,732
5,262,734 2,365,293 7,774,525 10,117,320
1,324,426 713,173 2,837,870 1,840,907
108 989 1,444 -
1,028,316 112,077 1,740,382 417,161","2,092,084","1,487,555 895,052 1,526,423
5,670 2,985 16,201
44,760 16,623 109,796
3,455 426 (26,649)
- -
288,119 5,268 (12,504)","26,417,267"
"5,522,024",,"10,102",,"5,511,922"
"6,886,625",,"69,414",,"5,524,383"
"1,913,304",,"5,032",,"1,901,497"
36,,-,,36
"1,408,362",,"307,697",,"996,109"
"15,730,352","10,323,593 4,523,564 17,480,723 13,603,119","392,245","342,004 25,302 86,844","13,933,946"
"44,398,775","29,155,289 14,353,213 53,829,689 37,239,334
4,158,258 2,281,682 8,111,824 4,020,744
6,506,281 3,208,725 13,421,772 9,666,374
94,122 19,226 245,715 143,771
456,917 261,798 1,023,975 654,143
1,281,002 675,043 3,004,831 1,912,526
386,952 195,332 968,196 518,646","2,484,329","1,829,559 920,354 1,613,267
391,675 388,265 301,881
199,434 71,442 287,726
1,689 655 34,836
17,112 8,504 31,447
26,382 13,059 57,274
10,950 5,508 245,885","40,351,213"
"6,045,154",,"406,734",,"5,625,000"
"10,017,159",,"319,252",,"9,311,472"
"132,495",,"4,869",,"95,356"
"848,292",,"26,011",,"774,217"
"1,898,164",,"39,999",,"1,715,681"
"571,802",,"16,071",,"555,216"
