Column,2020,2019
Notes,KShs’000,KShs’000
43,"26,123,591","23,548,910"
24(b),"(4,645,404)","(6,547,273)"
,"21,478,187","17,001,637"
18(b),"(1,056,700)","(1,049,853)"
16(b),"(1,157,388)","(718,820)"
,"19,155","2,242"
,-,(25)
,-,"106,611"
13,"(42,941,533)","(59,212,027)"
13,"43,088,877","33,200,048"
14,"(1,000,000)",-
,"(3,047,589)","(27,671,824)"
23,"7,016,096","7,600,238"
23,"(13,109,324)","(5,066,175)"
,"(5,867,180)","(5,867,180)"
,"(1,284,429)","(1,261,634)"
,"(13,244,837)","(4,594,751)"
,"5,185,760","(15,264,938)"
,"16,847,750","32,112,688"
43,"22,033,510","16,847,750"
