2021,2021,2021,2020,2020,2020
"Deferred tax
assets","Through Profit
or loss","Through
reserves","Deferred tax
assets","Through Profit
or loss","Through
reserves"
KShs’000,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000
"(4,285,538)","(817,091)",,"(3,468,447)","(629,279)",-
"468,426",-,"(15,019)","483,445",-,"(15,019)"
"(1,079,606)","(42,621)",-,"(1,036,986)","50,324",-
"212,703","(81,404)",,"294,107","110,919",-
"(67,445)","(17,112)",,"(50,333)",(32),-
"(131,029)","(129,009)",-,"(2,020)","(45,728)",-
"(197,857)","(10,349)",-,"(186,652)","(162,642)",-
"(5,080,346)","(1,097,586)","(15,019)","(3,966,886)","(676,438)","(15,019)"
