latoT,000’shSK,"420,388,01","362,519,61","439,825,372","004,204,154","126,927,257","098,122","189,259,083","249,110,26","637,205,5","582,878,81","438,765,764",Column,"787,161,582","315,003,53"
"sraey
5
revO",000’shSK,-,-,"762,387,051","618,918,722","380,306,873",-,-,"559,435,24","878,384",-,"338,810,34",,"052,485,533",005
"sraey
5-1",000’shSK,-,-,"264,937,94","020,683,081","284,521,032",-,"764,21","613,520,91","185,106,3",-,"463,936,22",,"811,684,702","381,781,1"
"shtnom
21-3",000’shSK,-,-,"421,070,42","180,102,33","502,172,75",-,"046,040,82","746,783","359,570,1","680,725,61","623,130,64",,"978,932,11","477,427,72"
"shtnom
3-1",000’shSK,-,"293,194","290,574,34","639,595,1","024,265,54",-,"757,974,25",-,"643,822",-,"301,807,25",,")386,541,7(","650,883,6"
"elbaliavA yletaidemmi htnom
1
ot
pu
dna",000’shSK,"420,388,01","178,324,61","989,064,5","745,993,8","134,761,14","098,122","711,024,003","420,46","879,211","991,153,2","802,071,303",")777,200,262(",")777,200,262(",-
