Column,GROUP,Column,KINGDOM BANK,Column,CO-OP BANK
"5,939,581","3,201,428 14,498,092 6,603,195","609,994","306,647 1,098,468 796,521","4,754,850",
"9,136,898","9,815,469 42,243,793 19,158,602","1,099,681","532,934 2,191,574 976,760","16,938,092",
"6,234,089
-
173,037","8,056,070 29,011,082 15,195,599
- - -
93,082 416,141 87,913","521,920
-
-","256,255 803,773 405,867
- - -
- - -","15,125,220
-
-",
"6,407,126","8,149,152 29,427,223 15,283,512","521,920","256,255 803,773 405,867","15,125,220",
"4,765,599
(499,318)","2,360,448 8,296,906 4,429,260
(322,051) (907,851) (613,953)","-
-","- - -
- (126,396) -","4,539,623
(354,533)",
"2,140,845
-
2,767,156)
-
-
-","6,110,756 22,038,168 11,468,205
- - -
(2,119,390) (8,605,319) (5,893,493)
- 188,981 -
- (176,954) -
- - -","521,920
-
(204,008)
-
-
-","256,255 930,169 405,867
- - -
(870,064) (996,589) (668,397)
- - -
- - -
- - -","10,940,130
-
(2,562,748)
-
-
-",
"2,767,156)","(2,119,390) (8,593,292) (5,893,493)","(204,008)","(870,064) (996,589) (668,397)","(2,562,748)",
"9,373,689","3,991,366 13,444,876 5,574,712","317,912","(613,810) (66,420) (262,530)","8,377,383",
"2.08
2.08
-","1.04 3.72 1.95
1.04 3.72 1.95
- 1.50 -","-
-
-","- - -
- - -
- - -","1.86
1.86
-",
,GROUP,,KINGDOM BANK,,CO-OP BANK
"30-Jun-23
KSHS.'000
n-audited)","31-Mar-23 31-Dec-22 30-Jun-22
KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) Audited (Un-audited)","30-Jun-23
KSHS.'000
(Un-audited)","31-Mar-23 31-Dec-22 30-Jun-22
KSHS.'000 KSHS.'000 KSHS.'000
(Un-audited) Audited (Un-audited) (","30-Jun-23
KSHS.'000
Un-audited)",
"8,436,256
6,260,694
2,175,562
9,226,289
2,949,273
0,552,449","55,683,664 52,332,306 51,187,398
6,221,989 5,685,557 5,970,437
49,461,675 46,646,749 45,216,961
28,407,152 28,408,618 27,728,518
21,054,523 18,238,131 17,488,443
21,038,558 20,731,822 19,993,107","4,436,080
1,035,064
3,401,016
1,991,735
1,409,281
1,455,550","4,371,958 4,511,773 5,999,575
1,033,500 1,082,430 1,623,284
3,338,458 3,429,343 4,376,291
1,907,883 1,866,317 2,536,024
1,430,575 1,563,026 1,840,267
1,470,978 1,587,093 1,858,252","53,094,579
5,179,663
47,914,916
26,995,269
20,919,647
27,640,036",
"7,603,176)
7,932,970
2,566,335","15,965 (2,493,691) (2,504,664)
7,911,678 6,679,296 6,182,752
12,536,313 12,353,751 11,710,633","(46,269)
6,560
186,867","(40,403) (24,067) (17,985)
- - -
168,126 149,424 118,833","(6,720,389)
7,926,410
12,368,621",
"0,499,305
5,328,572
6,458,457
-","20,447,991 19,033,046 17,893,385
34,873,520 40,013,222 46,512,251
1,290,695 10,073,270 9,325,790
- - -","193,427
392,406
1,546,375
-","168,126 149,424 118,833
367,228 367,528 420,594
1,824,970 1,304,970 1,203,800
- - -","20,295,031
34,927,571
4,912,082
-",
"1,787,029
8,322,400
1,000,000
7,322,400
3,925,046
22,247,446
97,318,332
21.2%
8.0%
13.2%
16.5%
10.5%
6.0%
20.5%
14.5%
6.0%
52.3%
20.0%
32.3%","36,164,215 50,086,492 55,838,041
95,236,716 92,869,389 85,681,920
1,000,000 1,000,000 1,000,000
94,236,716 91,869,389 84,681,920
5,349,824 5,965,737 6,536,562
100,586,540 98,835,126 92,218,482
583,462,309 549,314,332 554,125,063
22.7% 21.9% 19.7%
8.0% 8.0% 8.0%
14.7% 13.9% 11.7%
16.3% 16.9% 15.5%
10.5% 10.5% 10.5%
5.8% 6.4% 5.0%
17.2% 18.0% 16.6%
14.5% 14.5% 14.5%
2.7% 3.5% 2.1%
22.7% 21.9% 15.6%
16.3% 16.9% 12.2%
17.2% 18.0% 13.4%
50.6% 48.3% 50.8%
20.0% 20.0% 20.0%
30.6% 28.3% 30.8%","1,938,781
2,712,648
1,000,000
1,712,648
-
2,712,648
14,749,302
24.2%
8.0%
16.2%
18.4%
10.5%
7.9%
18.4%
14.5%
3.9%
206.0%
20.0%
186.0%","2,192,198 1,672,498 1,624,394
2,579,816 2,451,690 1,164,147
1,000,000 1,000,000 1,000,000
1,579,816 1,451,690 164,147
- - 386,296
2,579,816 2,451,690 1,550,444 1
12,474,445 10,239,032 8,461,278 5
26.3% 25.4% 15.5%
8.0% 8.0% 8.0%
18.3% 17.4% 7.5%
20.7% 23.9% 13.8%
10.5% 10.5% 10.5%
10.2% 13.4% 3.3%
20.7% 23.9% 18.3%
14.5% 14.5% 14.5%
6.2% 9.4% 3.8%
15.5%
13.8%
18.3%
232.6% 246.7% 305.0%
20.0% 20.0% 20.0%
212.6% 226.7% 285.0%","39,839,653
94,202,532
1,000,000
93,202,532
23,905,329
18,107,861
70,754,929
20.9%
8.0%
12.9%
16.5%
10.5%
6.0%
20.7%
14.5%
6.2%
47.2%
20.0%
27.2%",
