2021,2021,2020
KShs’000,KShs’000,KShs’000
,(Regulator adjusted),
"5,867,180","5,867,180","5,867,180"
"1,911,925","1,911,925","1,911,925"
"79,383,183","64,807,445","69,602,038"
"406,463","406,463","424,938"
"(8,725,270)","(8,725,270)","(7,239,806)"
"78,843,481","64,267,743","70,566,275"
"320,398","320,398","329,159"
"6,788,472","6,788,472","6,550,308"
-,-,-
"7,108,870","7,108,870","6,879,467"
"85,952,351","71,376,613","77,445,742"
"502,186,291","502,186,291","455,847,214"
19.70%,16.10%,19.10%
15.70%,12.80%,15.50%
17.10%,14.20%,17.00%
