"First line of
defense","Business unit
heads","Primarily responsible for risk management.
Assessing, evaluating and measuring risk is incorporated into the day-to-day
activities of the business. Also includes implementing the risk management
framework and is accountable for risk reporting to appropriate governance
functions in the group"
"Second line of
defense","Group and
business unit risk
management
functions
(Independent
of business
management)","The group risk management function is primarily accountable for setting the
group’s risk management framework and policy, providing oversight and
independent reporting to the Board of Management and to the Board of Directors
through the Board Risk Committee.
The Risk Management Department ensures implementation of the Group’s
risks management framework and policy in the business units and provide an
independent overview of the effectiveness of risk management by the first line of
defense."
"Third line of
defense","Internal audit
function","Provides an independent assessment of the adequacy and effectiveness of the
overall risk management framework and risk governance structures and reports to
the Board through the group Board Audit Committee."
