"31-Dec-14
KSHS.’000
24,713,355
4,331,262
307,394
-","31-Dec-13
KSHS.’000
Audited
20,045,346
4,126,061
370,318
-","31-Dec-14
KSHS.’000
24,669,606
4,309,901
287,900
-"
"29,352,011","24,541,725","29,267,406"
"5,957,719
215,306
1,903,128","5,103,060
146,220
666,535","5,957,045
206,410
1,903,128"
"8,076,154","5,915,815","8,066,583"
"21,275,858
2,148,888
6,565,180
1,417,692
5,958
672,187","18,625,910
1,935,527
5,225,451
1,471,977
53,551
577,386","21,200,823
2,148,888
5,933,931
1,201,739
258,101
639,416"
"10,809,905","9,263,893","10,182,074"
"32,085,762","27,889,803","31,382,898"
"1,175,598
8,438,158
161,129
1,304,859
1,953,657
342,444
6,722,174
20,098,019","778,157
8,013,780
131,734
1,123,891
1,528,961
178,812
5,627,393
17,382,727","1,133,519
8,060,096
116,235
1,102,060
1,840,599
304,166
6,311,493
18,868,168"
"11,987,743
(1,342,509)
270,976","10,507,075
-
365,368","12,514,729
(1,342,509)
-"
"10,916,210","10,872,444","11,172,221"
"3,453,288
(552,075)","1,996,713
(232,454)","3,373,937
(553,043)"
"8,014,997","9,108,185","8,351,326"
