Group,Column,Bank,Column
2023,2022,2023,2022
KShs‘000,KShs‘000,KShs‘000,KShs‘000
"389,783","467,450","389,784","467,450"
"16,078,640","15,546,497","16,078,640","15,546,497"
–,"1,158,249",–,"1,158,249"
"7,897,748","6,888,788","7,897,748","6,888,788"
"15,719,835",–,"15,719,835",–
"40,086,006","24,060,984","40,086,007","24,060,984"
"27,248,310","24,041,088","7,000,000","823,480"
"67,334,316","48,102,072","47,086,007","24,884,464"
"48,102,072","42,914,622","24,884,464","20,144,729"
"16,030,174","6,458,253","15,646,180","6,458,253"
"7,000,000","823,480","7,000,000","823,480"
"361,305","139,674","314,611","139,674"
"(8,200,095)","(4,881,479)","(5,168,032)","(4,771,958)"
"4,040,860","2,647,522","4,408,784","2,090,286"
"67,334,316","48,102,072","47,086,007","24,884,464"
