Level 1,Level 2,Level 3,Total
KShs’000,KShs’000,KShs’000,KShs’000
-,-,"2,348,700","2,348,700"
"63,173,412",-,-,"63,173,412"
-,-,"308,095","308,095"
-,"75,549",-,"75,549"
-,"5,385,113",-,"5,385,113"
"45,236,278",-,-,"45,236,278"
"31,546,437",-,-,"31,546,437"
-,"733,871",-,"733,871"
-,"2,199,437",-,"2,199,437"
Level 1,Level 2,Level 3,Total
KShs’000,KShs’000,KShs’000,KShs’000
-,-,"2,408,791","2,408,791"
-,-,-,-
"40,931,155",-,-,"40,931,155"
-,-,-,-
-,-,"303,424","303,424"
-,"379,745",-,"379,745"
-,"4,599,768",-,"4,599,768"
