2020,2019,2020,2019
KShs’000,KShs’000,KShs’000,KShs’000
-,"1,070,929",-,"1,070,929"
"19,226,358","22,024,201","19,226,358","22,024,201"
"371,091","742,126","371,091","742,126"
"2,199,437","2,587,010","2,199,437","2,587,010"
"155,995",-,-,-
"3,247",-,-,-
"218,020",-,-,-
"470,454",-,-,-
"22,644,602","26,424,266","21,796,886","26,424,266"
"23,381,539",-,"465,788",-
"46,026,141","26,424,266","22,262,674","26,424,266"
"26,424,266","23,949,611","26,424,266","23,949,611"
"30,653,942","7,600,238","6,550,308","7,600,238"
"465,788",-,"465,788",-
"166,135","89,092","40,146","89,092"
"(13,575,480)","(5,066,175)","(13,109,324)","(5,066,175)"
"1,891,490","(148,500)","1,891,490","(148,500)"
"46,026,141","26,424,266","22,262,674","26,424,266"
