Wholesale,Retail,Column,Column
Banking,Banking,Group Functions,Total
KShs’000,KShs’000,KShs’000,KShs’000
"138,371,615","348,194,567",-,"486,566,182"
-,-,"93,257,472","93,257,472"
"138,371,615","348,194,567","93,257,472","579,823,654"
"201,411,496","218,737,188",-,"420,148,684"
-,-,"159,674,970","159,674,970"
"201,411,496","218,737,188","159,674,970","579,823,654"
Wholesale,Retail,,
Banking,Banking,Group Functions,Total
KShs’000,KShs’000,KShs’000,KShs’000
"140,357,842","287,987,886",-,"428,345,728"
-,-,"108,730,591","108,730,591"
"140,357,842","287,987,886","108,730,591","537,076,319"
"168,072,982","201,824,443",-,"369,897,425"
-,-,"167,178,894","167,178,894"
"168,072,982","201,824,443","167,178,894","537,076,319"
