"32,492,671",Column,Column
"27,275,130",,
"190,823,049",,
"374,227,421",,
"7,111,804",,
"631,930,075",,
"4,457,278",,
"451,642,04",,8
6,"7,334,31",6
,"7,416,38",8
,"4,745,21",5
53,"5,595,24",5
9,"6,334,83",0
,1,
