"2,348,700","126,926","9,423,000","1,460,434","73,181","8,165,844","21,598,085"
–,"572,119","209,041","135,242","12,416","352,493","1,281,311"
–,–,–,"(1,520)",–,(32),"(1,552)"
"(41,400)",–,–,–,–,–,"(41,400)"
–,"(622,831)","258,661","7,570",–,"356,600",–
,"2,412","(1,770)",–,–,"1,770","2,412"
–,–,"(17,238)",–,–,–,"(17,238)"
"2,307,300","78,626","9,871,694","1,601,726","85,597","8,876,675","22,821,618"
"207,582",–,"8,158,664","1,307,739","56,234","6,773,358","16,503,577"
"103,791",–,"329,303","78,019","13,017","585,988","1,110,118"
–,–,–,"(2,730)",–,(32),"(2,762)"
"(311,373)",–,–,–,–,–,"(311,373)"
–,–,"(1,051)",–,–,"1,051",–
–,–,(180),–,–,–,(180)
–,–,"8,486,736","1,383,028","69,251","7,360,365","17,299,380"
"2,307,300","78,626","1,384,958","218,698","16,346","1,516,310","5,522,238"
