Wholesale,Retail,Column,Column
Banking,Banking,Group Functions,Total
KShs’000,KShs’000,KShs’000,KShs’000
"140,357,842","287,987,886",--,"428,345,728"
-,-,"108,730,591","108,730,591"
"140,357,842","287,987,886","108,730,591","537,076,319"
"168,072,982","201,824,443",-,"369,897,425"
-,-,"167,178,894","167,178,894"
"168,072,982","201,824,443","167,178,894","537,076,319"
"985,585","2,022,234","762,964","3,770,783"
Wholesale,Retail,,
Banking,Banking,Group Functions,Total
KShs’000,KShs’000,KShs’000,KShs’000
"113,590,824","143,045,590","7,703,424","264,339,838"
-,-,"192,753,148","192,753,148"
"113,590,824","143,045,590","200,457,572","457,092,986"
"146,397,272","166,820,393","16,160,727","329,378,392"
-,-,"127,714,594","127,714,594"
"146,397,272","166,820,393","143,875,321","457,092,986"
"649,938","671,734","462,403","1,784,075"
